id,name,birthdate,deathdate
7653,Tanya van Graan,1983-12-13T00:00:00.000,
7654,Tao Okamoto,1985-05-22T00:00:00.000,
7655,Tara Fitzgerald,1967-09-18T00:00:00.000,
7656,Tara Platt,1978-06-18T00:00:00.000,
7657,Tara Strohmeier,,
7658,Tara Subkoff,1972-12-10T00:00:00.000,
7659,Taran Killam,1982-04-01T00:00:00.000,
7660,Taron Egerton,1989-11-10T00:00:00.000,
7661,Tarsem Singh,1961-05-26T00:00:00.000,
7662,Tasha Smith,1971-02-28T00:00:00.000,
7663,Tate Donovan,1963-09-25T00:00:00.000,
7664,Tate Taylor,1969-06-03T00:00:00.000,
7665,Tatiana Suarez-Pico,1981-07-31T00:00:00.000,
7666,Tatsuo Matsumura,1914-12-18T00:00:00.000,2005-06-18T00:00:00.000
7667,Tatum O'Neal,1963-11-05T00:00:00.000,
7668,Tatyana Ali,1979-01-24T00:00:00.000,
7669,Tawny Kitaen,1961-08-05T00:00:00.000,
7670,Tay Garnett,1894-06-13T00:00:00.000,1977-10-03T00:00:00.000
7671,Taylor Blackwell,,
7672,Taylor Cole,1984-04-29T00:00:00.000,
7673,Taylor Dooley,1993-02-26T00:00:00.000,
7674,Taylor Hackford,1944-12-31T00:00:00.000,
7675,Taylor Handley,1984-06-01T00:00:00.000,
7676,Taylor Lautner,1992-02-11T00:00:00.000,
7677,Taylor Negron,1957-08-01T00:00:00.000,2015-01-10T00:00:00.000
7678,Taylor Nichols,1959-03-03T00:00:00.000,
7679,Taylor Pigeon,,
7680,Tch�ky Karyo,1953-10-04T00:00:00.000,
7681,Teala Dunn,1996-12-08T00:00:00.000,
7682,Ted Cassidy,1932-07-31T00:00:00.000,1979-01-16T00:00:00.000
7683,Ted Danson,1947-12-29T00:00:00.000,
7684,Ted de Corsia,1905-09-29T00:00:00.000,1973-04-11T00:00:00.000
7685,Ted Demme,1963-10-26T00:00:00.000,2002-01-13T00:00:00.000
7686,Ted Kotcheff,1931-04-07T00:00:00.000,
7687,Ted Markland,1933-01-15T00:00:00.000,2011-12-18T00:00:00.000
7688,Ted Post,1918-03-31T00:00:00.000,2013-08-20T00:00:00.000
7689,Ted Raimi,1965-12-14T00:00:00.000,
7690,Ted Wass,1952-10-27T00:00:00.000,
7691,Teddy Chan,,
7692,Teddy Doloir,,
7693,Teddy Sears,1977-04-06T00:00:00.000,
7694,Telly Savalas,1922-01-21T00:00:00.000,1994-01-22T00:00:00.000
7695,Tempestt Bledsoe,1973-08-01T00:00:00.000,
7696,Temple Grandin,1947-08-29T00:00:00.000,
7697,Temuera Morrison,1960-12-26T00:00:00.000,
7698,Tencho Gyalpo,,
7699,Tenoch Huerta,,
7700,Tenzin Thuthob Tsarong,,
7701,Teo Halm,,
7702,Terence Bernie Hines,1969-04-09T00:00:00.000,
7703,Terence Davies,1945-11-10T00:00:00.000,
7704,Terence Hill,1939-03-29T00:00:00.000,
7705,Terence Maynard,,
7706,Terence Yin,1975-05-19T00:00:00.000,
7707,Terence Young,1915-06-20T00:00:00.000,1994-09-07T00:00:00.000
7708,Teresa Wright,1918-10-27T00:00:00.000,2005-03-06T00:00:00.000
7709,Teri Garr,1947-12-11T00:00:00.000,
7710,Teri Polo,1969-06-01T00:00:00.000,
7711,Terrance Zdunich,,
7712,Terrence Malick,1943-11-30T00:00:00.000,
7713,Terron R. Parsons,,
7714,Terry,1943-11-30T00:00:00.000,
7715,Terry Funk,1944-06-30T00:00:00.000,
7716,Terry George,1952-12-20T00:00:00.000,
7717,Terry Gilliam,1940-11-22T00:00:00.000,
7718,Terry Jones,1942-02-01T00:00:00.000,
7719,Terry Kinney,1954-01-29T00:00:00.000,
7720,Terry Kiser,1939-08-01T00:00:00.000,
7721,Terry O'Neill,,
7722,Terry Pheto,,
7723,Terry Walters,,
7724,Terry Zwigoff,1949-05-18T00:00:00.000,
7725,Terumi Matthews,1965-07-06T00:00:00.000,
7726,Teryl Rothery,1962-11-09T00:00:00.000,
7727,Tessa Thompson,1983-10-03T00:00:00.000,
7728,Tessh� Genda,1948-05-20T00:00:00.000,
7729,Tetsu Watanabe,,
7730,Texas Battle,1976-08-09T00:00:00.000,
7731,Teyonah Parris,,
7732,Thaddeus O'Sullivan,,
7733,The Dalai Lama,1935-07-06T00:00:00.000,
7734,The Edge,1961-08-08T00:00:00.000,
7735,Thea Sharrock,,
7736,Thekla Reuten,1975-09-16T00:00:00.000,
7737,Thelma Ritter,1902-02-14T00:00:00.000,1969-02-05T00:00:00.000
7738,Theo James,1984-12-16T00:00:00.000,
7739,Theodore Bikel,1924-05-02T00:00:00.000,2015-07-21T00:00:00.000
7740,Theodore Melfi,,
7741,Theodore Witcher,,
7742,Theresa Merritt,1924-09-24T00:00:00.000,1998-06-12T00:00:00.000
7743,Theresa Randle,1964-12-27T00:00:00.000,
7744,Theresa Russell,1957-03-20T00:00:00.000,
7745,Thierry Harcourt,,
7746,Thom Mathews,1958-11-28T00:00:00.000,
7747,Thomas Bezucha,1964-03-08T00:00:00.000,
7748,Thomas Bo Larsen,1963-11-27T00:00:00.000,
7749,Thomas Brophy,,
7750,Thomas Carter,1953-07-17T00:00:00.000,
7751,Thomas F. Wilson,,
7752,Thomas Horn,,
7753,Thomas Ian Griffith,1962-03-18T00:00:00.000,
7754,Thomas Ian Nicholas,1980-07-10T00:00:00.000,
7755,Thomas Kretschmann,1962-09-08T00:00:00.000,
7756,Thomas L. Phillips,1974-12-30T00:00:00.000,
7757,Thomas Law,1992-12-17T00:00:00.000,
7758,Thomas Lennon,,
7759,Thomas Lilti,,
7760,Thomas McDonell,1986-05-02T00:00:00.000,
7761,Thomas Middleditch,1982-03-10T00:00:00.000,
7762,Thomas Mitchell,1892-07-11T00:00:00.000,1962-12-17T00:00:00.000
7763,Thomas Robinson,,
7764,Thomas Stroppel,,
7765,Thomas Vinterberg,1969-05-19T00:00:00.000,
7766,Thor Freudenthal,1972-10-20T00:00:00.000,
7767,Thorbj�rn Christoffersen,,
7768,Thure Lindhardt,1974-12-24T00:00:00.000,
7769,Ti West,1980-10-05T00:00:00.000,
7770,Tia Carrere,1967-01-02T00:00:00.000,
7771,Tiago Riani,,
7772,Tichina Arnold,1969-06-28T00:00:00.000,
7773,Tiffany Bolling,1947-02-06T00:00:00.000,
7774,Tiffany Dupont,1981-03-22T00:00:00.000,
7775,Tiffany Helm,1964-05-12T00:00:00.000,
7776,Tiffany Lamb,,
7777,Tika Sumpter,1980-06-20T00:00:00.000,
7778,Tim Abell,1958-07-01T00:00:00.000,
7779,Tim Bagley,1957-08-17T00:00:00.000,
7780,Tim Blake Nelson,1964-05-11T00:00:00.000,
7781,Tim Boxell,,
7782,Tim Burton,1958-08-25T00:00:00.000,
7783,Tim Chambers,,
7784,Tim Choate,1954-10-11T00:00:00.000,2004-09-24T00:00:00.000
7785,Tim Conway,1933-12-15T00:00:00.000,
7786,Tim Daly,1956-03-01T00:00:00.000,
7787,Tim DeKay,1963-06-12T00:00:00.000,
7788,Tim DeZarn,1952-07-11T00:00:00.000,
7789,Tim Fywell,1951-10-03T00:00:00.000,
7790,Tim Guinee,1962-11-18T00:00:00.000,
7791,Tim Gunn,1953-07-29T00:00:00.000,
7792,Tim Healy,1952-01-29T00:00:00.000,
7793,Tim Heidecker,1976-02-03T00:00:00.000,
7794,Tim Hill,,
7795,Tim Holmes,,
7796,Tim Hunter,1947-06-15T00:00:00.000,
7797,Tim Johnson,1965-03-17T00:00:00.000,
7798,Tim Matheson,1947-12-31T00:00:00.000,
7799,Tim McCanlies,,
7800,Tim McGraw,1967-05-01T00:00:00.000,
7801,Tim McInnerny,1956-09-18T00:00:00.000,
7802,Tim Meadows,1961-02-05T00:00:00.000,
7803,Tim Miller,1970-02-28T00:00:00.000,
7804,Tim Pigott-Smith,1946-05-13T00:00:00.000,
7805,Tim Rice,1944-11-10T00:00:00.000,
7806,Tim Robbins,1958-10-16T00:00:00.000,
7807,Tim Rose,1956-07-17T00:00:00.000,
7808,Tim Russ,1956-06-22T00:00:00.000,
7809,Tim Story,1970-03-13T00:00:00.000,
7810,Tim Thomerson,1946-04-08T00:00:00.000,
7811,Tim Williams,1966-02-14T00:00:00.000,
7812,Timoth�e Chalamet,,
7813,Timothy Bj�rklund,,
7814,Timothy Bottoms,1951-08-30T00:00:00.000,
7815,Timothy Hines,,
7816,Timothy Hutton,1960-08-16T00:00:00.000,
7817,Timothy Patrick Quill,,
7818,Timothy Van Patten,1959-06-10T00:00:00.000,
7819,Timothy Webber,,
7820,Timothy West,1934-10-20T00:00:00.000,
7821,Timothy Woodward Jr.,,
7822,Timur Bekmambetov,1961-06-25T00:00:00.000,
7823,Tina Desai,,
7824,Tina Fey,1970-05-18T00:00:00.000,
7825,Tina Gilton,,
7826,Tina Gordon Chism,,
7827,Tina Louise,1934-02-11T00:00:00.000,
7828,Tina Turner,1939-11-26T00:00:00.000,
7829,Tippi Hedren,1930-01-19T00:00:00.000,
7830,Tisha Campbell-Martin,1968-10-13T00:00:00.000,
7831,Tiya Sircar,1982-05-16T00:00:00.000,
7832,Tjasa Ferme,,
7833,Tobe Hooper,1943-01-25T00:00:00.000,
7834,Tobey Maguire,1975-06-27T00:00:00.000,
7835,Tobias Menzies,1974-03-07T00:00:00.000,
7836,Toby Hemingway,1983-05-28T00:00:00.000,
7837,Toby Huss,1966-12-09T00:00:00.000,
7838,Toby Jones,1966-09-07T00:00:00.000,
7839,Toby Leonard Moore,,
7840,Toby Stephens,1969-04-21T00:00:00.000,
7841,Tod Fennell,1984-10-18T00:00:00.000,
7842,Tod Williams,1968-09-27T00:00:00.000,
7843,Todd Allen,,
7844,Todd Boyce,,
7845,Todd Bridges,1965-05-27T00:00:00.000,
7846,Todd Field,1964-02-24T00:00:00.000,
7847,Todd Giebenhain,1974-11-27T00:00:00.000,
7848,Todd Graff,1959-10-22T00:00:00.000,
7849,Todd Haynes,1961-01-02T00:00:00.000,
7850,Todd Lincoln,1976-07-18T00:00:00.000,
7851,Todd Louiso,1970-01-27T00:00:00.000,
7852,Todd Phillips,1970-12-20T00:00:00.000,
7853,Todd Solondz,1959-10-15T00:00:00.000,
7854,Todd Stashwick,1968-10-16T00:00:00.000,
7855,Todd Strauss-Schulson,1980-06-24T00:00:00.000,
7856,Todd Susman,1947-01-17T00:00:00.000,
7857,Togo Igawa,1946-09-26T00:00:00.000,
7858,Tom Amandes,1959-03-09T00:00:00.000,
7859,Tom Ardavany,,
7860,Tom Arnold,1959-03-06T00:00:00.000,
7861,Tom Atkins,1935-11-13T00:00:00.000,
7862,Tom Berenger,1949-05-31T00:00:00.000,
7863,Tom Bosley,1927-10-01T00:00:00.000,2010-10-19T00:00:00.000
7864,Tom Bower,1938-01-03T00:00:00.000,
7865,Tom Brady,,
7866,Tom Burke,,
7867,Tom Burlinson,1956-02-14T00:00:00.000,
7868,Tom Cavanagh,1963-10-26T00:00:00.000,
7869,Tom Conti,1941-11-22T00:00:00.000,
7870,Tom Cruise,1962-07-03T00:00:00.000,
7871,Tom Cullen,1985-07-17T00:00:00.000,
7872,Tom Dey,,
7873,Tom DiCillo,1953-08-14T00:00:00.000,
7874,Tom Dreesen,,
7875,Tom E. Nicholson,,
7876,Tom Elkins,,
7877,Tom Everett,1948-10-21T00:00:00.000,
7878,Tom Everett Scott,1970-09-07T00:00:00.000,
7879,Tom Ford,1961-08-27T00:00:00.000,
7880,Tom Goodman-Hill,,
7881,Tom Gormican,,
7882,Tom Green,1971-07-30T00:00:00.000,
7883,Tom Guiry,1981-10-12T00:00:00.000,
7884,Tom Hamann,,
7885,Tom Hanks,1956-07-09T00:00:00.000,
7886,Tom Hardy,1977-09-15T00:00:00.000,
7887,Tom Holland,1996-06-01T00:00:00.000,
7888,Tom Hollander,1967-08-25T00:00:00.000,
7889,Tom Hooper,1972-10-05T00:00:00.000,
7890,Tom Hughes,,
7891,Tom Hulce,1953-12-06T00:00:00.000,
7892,Tom Kalin,,
7893,Tom Kane,1962-04-15T00:00:00.000,
7894,Tom McCarthy,1966-06-07T00:00:00.000,
7895,Tom McGrath,1964-08-07T00:00:00.000,
7896,Tom McLoughlin,,
7897,Tom Noonan,1951-04-12T00:00:00.000,
7898,Tom Putnam,1972-03-25T00:00:00.000,
7899,Tom Reeve,,
7900,Tom Sanchez,1981-07-14T00:00:00.000,
7901,Tom Schulman,1950-10-20T00:00:00.000,
7902,Tom Seidman,,
7903,Tom Selleck,1945-01-29T00:00:00.000,
7904,Tom Shadyac,1958-12-11T00:00:00.000,
7905,Tom Sizemore,1961-11-29T00:00:00.000,
7906,Tom Skerritt,1933-08-25T00:00:00.000,
7907,Tom Stedham,,
7908,Tom Sturridge,1985-12-21T00:00:00.000,
7909,Tom Tykwer,1965-05-23T00:00:00.000,
7910,Tom Vaughan,1969-09-05T00:00:00.000,
7911,Tom Virtue,1957-11-19T00:00:00.000,
7912,Tom Waits,1949-12-07T00:00:00.000,
7913,Tom Walsh,,
7914,Tom Welling,1977-04-26T00:00:00.000,
7915,Tom Wilkinson,1948-02-05T00:00:00.000,
7916,Tomas Alfredson,1965-04-01T00:00:00.000,
7917,T�mas Lemarquis,1977-08-03T00:00:00.000,
7918,Tomiwa Edun,,
7919,Tomm Moore,1977-01-07T00:00:00.000,
7920,Tommy Knight,1993-01-22T00:00:00.000,
7921,Tommy Lee Jones,1946-09-15T00:00:00.000,
7922,Tommy Lee Wallace,1949-09-06T00:00:00.000,
7923,Tommy O'Haver,1968-10-24T00:00:00.000,
7924,Tommy O'Reilly,,
7925,Tommy Oliver,,
7926,Tommy Pallotta,1968-05-25T00:00:00.000,
7927,Tommy Sheppard,,
7928,Tommy the Clown,,
7929,Tommy Wirkola,1979-12-06T00:00:00.000,
7930,Toni Braxton,1967-10-07T00:00:00.000,
7931,Toni Servillo,1959-08-09T00:00:00.000,
7932,Tony Alva,,
7933,Tony Amendola,1951-08-24T00:00:00.000,
7934,Tony Bancroft,,
7935,Tony Bennett,1926-08-03T00:00:00.000,
7936,Tony Bill,1940-08-23T00:00:00.000,
7937,Tony Bonner,1943-11-23T00:00:00.000,
7938,Tony Chiu Wai Leung,1962-06-27T00:00:00.000,
7939,Tony Corvillo,,
7940,Tony Cox,,
7941,Tony Curran,1969-12-13T00:00:00.000,
7942,Tony Danza,1951-04-21T00:00:00.000,
7943,Tony Devon,1951-12-05T00:00:00.000,
7944,Tony Doupe,,
7945,Tony Ganios,1959-10-21T00:00:00.000,
7946,Tony Giglio,,
7947,Tony Gilroy,1956-09-11T00:00:00.000,
7948,Tony Goldwyn,1960-05-20T00:00:00.000,
7949,Tony Jaa,1976-02-05T00:00:00.000,
7950,Tony Jay,1933-02-02T00:00:00.000,2006-08-13T00:00:00.000
7951,Tony Kaye,,
7952,Tony Kgoroge,,
7953,Tony Krantz,,
7954,Tony Lo Bianco,1936-10-19T00:00:00.000,
7955,Tony Maylam,1943-05-26T00:00:00.000,
7956,Tony Nappo,,
7957,Tony Noble,,
7958,Tony Plana,1952-04-19T00:00:00.000,
7959,Tony Richardson,1928-06-05T00:00:00.000,1991-11-14T00:00:00.000
7960,Tony Scott,1944-06-21T00:00:00.000,2012-08-19T00:00:00.000
7961,Tony Way,1978-10-07T00:00:00.000,
7962,Tonya Lee Williams,1958-07-12T00:00:00.000,
7963,Topher Grace,1978-07-12T00:00:00.000,
7964,Topol,1935-09-09T00:00:00.000,
7965,Torey Michael Adkins,,
7966,Tori Spelling,1973-05-16T00:00:00.000,
7967,Tovah Feldshuh,1953-12-27T00:00:00.000,
7968,Tracey Walter,1947-11-25T00:00:00.000,
7969,Traci Dinwiddie,1973-12-22T00:00:00.000,
7970,Traci Lords,1968-05-07T00:00:00.000,
7971,Tracie Thoms,1975-08-19T00:00:00.000,
7972,Tracy Camilla Johns,1963-04-12T00:00:00.000,
7973,Tracy Letts,1965-07-04T00:00:00.000,
7974,Tracy Middendorf,1970-01-26T00:00:00.000,
7975,Tracy Morgan,1968-11-10T00:00:00.000,
7976,Tran Anh Hung,1962-12-23T00:00:00.000,
7977,Travis Aaron Wade,1975-09-27T00:00:00.000,
7978,Travis Betz,1976-12-16T00:00:00.000,
7979,Travis Cluff,,
7980,Travis Legge,,
7981,Travis Myers,,
7982,Travis Romero,1971-10-12T00:00:00.000,
7983,Travis Smith,,
7984,Travis Zariwny,,
7985,Traylor Howard,1966-06-14T00:00:00.000,
7986,Treat Williams,1951-12-01T00:00:00.000,
7987,Trent Cooper,,
7988,Trent Ford,1979-01-15T00:00:00.000,
7989,Trenton Rostedt,1980-08-27T00:00:00.000,
7990,Trevor Blumas,1984-10-16T00:00:00.000,
7991,Trevor Howard,1913-09-29T00:00:00.000,1988-01-07T00:00:00.000
7992,Trevor Morgan,1986-11-26T00:00:00.000,
7993,Trey Loney,,
7994,Trey Parker,1969-10-19T00:00:00.000,
7995,Trieu Tran,,
7996,Trine Dyrholm,1972-04-15T00:00:00.000,
7997,Trish Basinger,,
7998,Tristan Mack Wilds,1989-07-15T00:00:00.000,
7999,Troy Duffy,1971-06-08T00:00:00.000,
8000,Troy Evans,1948-02-16T00:00:00.000,
8001,Troy Garity,1973-07-07T00:00:00.000,
8002,Troy Miller,,
8003,Troy Nixey,,
8004,Tshewang Dendup,,
8005,Tsianina Joelson,1975-01-16T00:00:00.000,
8006,Tuck Tucker,,
8007,Tucker Albrizzi,,
8008,Tucker Smallwood,1944-02-22T00:00:00.000,
8009,Tuesday Knight,1969-02-17T00:00:00.000,
8010,Tulku Jamyang Kunga Tenzin,,
8011,Tung-Shing Yee,1957-12-28T00:00:00.000,
8012,Tuppence Middleton,1987-02-21T00:00:00.000,
8013,Ty Burrell,1967-08-22T00:00:00.000,
8014,Ty Olsson,1974-01-28T00:00:00.000,
8015,Ty Parker,1998-10-19T00:00:00.000,
8016,Tye Sheridan,1996-11-11T00:00:00.000,
8017,Tygo Gernandt,1974-04-07T00:00:00.000,
8018,Tyler Hilton,1983-11-22T00:00:00.000,
8019,Tyler James Williams,1992-10-09T00:00:00.000,
8020,Tyler Labine,1978-04-29T00:00:00.000,
8021,Tyler Mane,1966-12-08T00:00:00.000,
8022,Tyler Oliver,,
8023,Tyler Perry,1969-09-14T00:00:00.000,
8024,Tyra Banks,1973-12-04T00:00:00.000,
8025,Tyrone Benskin,1958-12-29T00:00:00.000,
8026,Tyrone Giordano,1976-04-18T00:00:00.000,
8027,Tyrone Keogh,,
8028,Tyrone Power,1914-05-05T00:00:00.000,1958-11-15T00:00:00.000
8029,Tzi Ma,,
8030,U. Roberto Romano,,2013-11-01T00:00:00.000
8031,Uday Chopra,1973-01-05T00:00:00.000,
8032,Udayan Prasad,,
8033,Udo Kier,1944-10-14T00:00:00.000,
8034,Uli Edel,1947-04-11T00:00:00.000,
8035,Ulrich M�he,,
8036,Ulrich Thomsen,1963-12-06T00:00:00.000,
8037,Ulrich Tukur,1957-07-29T00:00:00.000,
8038,Ulu Grosbard,1929-01-09T00:00:00.000,2012-03-19T00:00:00.000
8039,Unax Ugalde,1978-11-27T00:00:00.000,
8040,Ursula Andress,1936-03-19T00:00:00.000,
8041,Usher Raymond,1978-10-14T00:00:00.000,
8042,Uwe Boll,1965-06-22T00:00:00.000,
8043,Vadim Perelman,,
8044,Val Kilmer,1959-12-31T00:00:00.000,
8045,Valarie Pettiford,1960-07-08T00:00:00.000,
8046,Valente Rodriguez,1961-02-14T00:00:00.000,
8047,Valentin Golubenko,1940-10-08T00:00:00.000,
8048,Valentine,1895-02-14T00:00:00.000,1971-11-16T00:00:00.000
8049,Valeri Milev,,
8050,Valeria Golino,1965-10-22T00:00:00.000,
8051,Valerie Cruz,1976-07-18T00:00:00.000,
8052,Val�rie Lemercier,1964-03-09T00:00:00.000,
8053,Valerie Perri,,
8054,Valerie Tian,1989-04-21T00:00:00.000,
8055,Vanesa Tomasino,1981-10-13T00:00:00.000,
8056,Vanessa Angel,1966-11-10T00:00:00.000,
8057,Vanessa Aspillaga,1972-09-16T00:00:00.000,
8058,Vanessa Ferlito,1977-12-28T00:00:00.000,
8059,Vanessa Hessler,1988-01-21T00:00:00.000,
8060,Vanessa Lee Chester,1984-07-02T00:00:00.000,
8061,Vanessa Lengies,1985-07-21T00:00:00.000,
8062,Vanessa Marshall,1969-10-19T00:00:00.000,
8063,Vanessa Martinez,1979-06-19T00:00:00.000,
8064,Vanessa Matsui,,
8065,Vanessa Ray,1981-06-24T00:00:00.000,
8066,Vanessa Redgrave,1937-01-30T00:00:00.000,
8067,Vanessa Williams,1963-03-18T00:00:00.000,
8068,Vanessa Zima,1983-03-29T00:00:00.000,
8069,Vanilla Ice,1967-10-31T00:00:00.000,
8070,Vanity,1959-01-04T00:00:00.000,2016-02-15T00:00:00.000
8071,Vanna Bonta,1958-04-03T00:00:00.000,2014-07-08T00:00:00.000
8072,Vanna White,1957-02-18T00:00:00.000,
8073,Vauxhall Jermaine,,
8074,Velibor Topic,,
8075,Venida Evans,1947-09-02T00:00:00.000,
8076,Venus Schultheis,,
8077,Vera Farmiga,1973-08-06T00:00:00.000,
8078,Vera Miles,1929-08-23T00:00:00.000,
8079,Vera Ngassa,,
8080,Vera Wilson,,
8081,Verne Troyer,1969-01-01T00:00:00.000,
8082,Vernee Watson,1954-01-14T00:00:00.000,
8083,Vernon Dobtcheff,1934-08-14T00:00:00.000,
8084,Vernon Wells,1945-12-31T00:00:00.000,
8085,Veronica Cartwright,1949-04-20T00:00:00.000,
8086,Veronica Ferres,1965-06-10T00:00:00.000,
8087,Veronica Taylor,1965-12-04T00:00:00.000,
8088,Veronika Dash,,
8089,Veronika Vernadskaya,1995-05-07T00:00:00.000,
8090,Vic Armstrong,1946-10-05T00:00:00.000,
8091,Vic Aviles,1970-12-10T00:00:00.000,
8092,Vic Mignogna,1962-08-27T00:00:00.000,
8093,Vic Morrow,1929-02-14T00:00:00.000,1982-07-23T00:00:00.000
8094,Vic Sarin,,
8095,Vic Waghorn,,
8096,Vicente Amorim,,
8097,Vicky Jenson,,
8098,Vicky Jewson,,
8099,Vicky Krieps,1983-10-04T00:00:00.000,
8100,Victor Buono,1938-02-03T00:00:00.000,1982-01-01T00:00:00.000
8101,Victor Fleming,1889-02-23T00:00:00.000,1949-01-06T00:00:00.000
8102,Victor Mature,1913-01-29T00:00:00.000,1999-08-04T00:00:00.000
8103,Victor McLaglen,1886-12-10T00:00:00.000,1959-11-07T00:00:00.000
8104,Victor Nunez,,
8105,Victor Rasuk,1984-01-15T00:00:00.000,
8106,Victor Rivers,,
8107,Victor Salva,1958-03-29T00:00:00.000,
8108,Victor Webster,1973-02-07T00:00:00.000,
8109,Victor Wong,,
8110,Victor Zinck Jr.,,
8111,Victoria Beckham,1974-04-17T00:00:00.000,
8112,Victoria Jackson,1959-08-02T00:00:00.000,
8113,Victoria Lachelle,,
8114,Victoria Learn,2002-05-01T00:00:00.000,
8115,Victoria Leigh,,
8116,Victoria Smurfit,1974-03-31T00:00:00.000,
8117,Victoria Thaine,,
8118,Vidhu Vinod Chopra,,
8119,Vidya Balan,1979-01-01T00:00:00.000,
8120,Viggo Mortensen,1958-10-20T00:00:00.000,
8121,Vijay Chandar,,
8122,Vin Diesel,1967-07-18T00:00:00.000,
8123,Vince Colosimo,1966-11-06T00:00:00.000,
8124,Vince Corazza,1972-12-06T00:00:00.000,
8125,Vince McMahon,1945-08-24T00:00:00.000,
8126,Vince Vieluf,1970-11-10T00:00:00.000,
8127,Vincent Chimato,,
8128,Vincent De Paul,1954-09-14T00:00:00.000,
8129,Vincent Duvall,,
8130,Vincent Gallo,1961-04-11T00:00:00.000,
8131,Vincent Guastaferro,1950-04-06T00:00:00.000,
8132,Vincent Kartheiser,1979-05-05T00:00:00.000,
8133,Vincent Leclerc,,
8134,Vincent Paronnaud,,
8135,Vincent Pastore,1946-07-14T00:00:00.000,
8136,Vincent Perez,1964-06-10T00:00:00.000,
8137,Vincent Regan,1965-05-16T00:00:00.000,
8138,Vincent Schiavelli,1948-11-11T00:00:00.000,2005-12-26T00:00:00.000
8139,Vincent Walsh,1972-02-04T00:00:00.000,
8140,Vincent Ward,1956-02-16T00:00:00.000,
8141,Vincente Minnelli,1903-02-28T00:00:00.000,1986-07-25T00:00:00.000
8142,Vincenzo Natali,1969-01-06T00:00:00.000,
8143,Vinessa Shaw,1976-07-19T00:00:00.000,
8144,Violante Placido,1976-05-01T00:00:00.000,
8145,Vipul Amrutlal Shah,,
8146,Virginia Capers,1925-09-22T00:00:00.000,2004-05-06T00:00:00.000
8147,Virginia Leith,1932-10-15T00:00:00.000,
8148,Virginia Madsen,1961-09-11T00:00:00.000,
8149,Virginie Ledoyen,1976-11-15T00:00:00.000,
8150,Vivek Agnihotri,,
8151,Vivian Lamolli,,
8152,Vivica A. Fox,1964-07-30T00:00:00.000,
8153,Vlad Ivanov,1969-08-04T00:00:00.000,
8154,Vladimir Garin,1987-01-25T00:00:00.000,2003-06-24T00:00:00.000
8155,Vladimir Kulich,1956-07-14T00:00:00.000,
8156,Vladlen Barbe,1960-03-08T00:00:00.000,
8157,Vondie Curtis-Hall,1950-09-30T00:00:00.000,
8158,W. Earl Brown,1963-09-07T00:00:00.000,
8159,W.D. Hogan,,
8160,Wade Gasque,,
8161,Wade Williams,1961-12-24T00:00:00.000,
8162,Wagner Moura,1976-06-27T00:00:00.000,
8163,Wai-Keung Lau,1960-04-04T00:00:00.000,
8164,Wajahat Rauf,,
8165,Wale Ojo,,
8166,Wallace Wolodarsky,,
8167,Wally Pfister,1961-07-08T00:00:00.000,
8168,Walt Becker,1968-09-16T00:00:00.000,
8169,Walter Brennan,1894-07-25T00:00:00.000,1974-09-21T00:00:00.000
8170,Walter Connolly,1887-04-08T00:00:00.000,1940-05-28T00:00:00.000
8171,Walter Hendrix III,,
8172,Walter Hill,1942-01-10T00:00:00.000,
8173,Walter Koenig,1936-09-14T00:00:00.000,
8174,Walter Lang,1965-11-12T00:00:00.000,
8175,Walter Long,1965-11-12T00:00:00.000,
8176,Walter Masterson,,
8177,Walter Murch,1943-07-12T00:00:00.000,
8178,Walter Pidgeon,1897-09-23T00:00:00.000,1984-09-25T00:00:00.000
8179,Walter Salles,1956-04-12T00:00:00.000,
8180,Wanda Sykes,1964-03-07T00:00:00.000,
8181,Ward G. Smith,1983-07-06T00:00:00.000,
8182,Ward Roberts,1978-09-01T00:00:00.000,
8183,Waris Ahluwalia,,
8184,Warren Beatty,1937-03-30T00:00:00.000,
8185,Warren Christie,1975-11-04T00:00:00.000,
8186,Warren Clarke,1947-04-26T00:00:00.000,2014-11-12T00:00:00.000
8187,Warren Oates,1928-07-05T00:00:00.000,1982-04-03T00:00:00.000
8188,Warren P. Sonoda,,
8189,Warren Sheppard,,
8190,Wayne Beach,,
8191,Wayne Brady,1972-06-02T00:00:00.000,
8192,Wayne Knight,1955-08-07T00:00:00.000,
8193,Wayne Kramer,,
8194,Wayne Pygram,1959-10-13T00:00:00.000,
8195,Wayne Thornley,,
8196,Wayne Wang,1949-01-12T00:00:00.000,
8197,Wei Tang,1979-10-07T00:00:00.000,
8198,Wei Zhao,1976-03-12T00:00:00.000,
8199,Wendee Lee,1960-02-20T00:00:00.000,
8200,Wendell Pierce,1963-12-08T00:00:00.000,
8201,Wendi McLendon-Covey,1969-10-10T00:00:00.000,
8202,Wendie Malick,1950-12-13T00:00:00.000,
8203,Wendy Crewson,1956-05-09T00:00:00.000,
8204,Wendy Raquel Robinson,1967-07-25T00:00:00.000,
8205,Werner Herzog,1942-09-05T00:00:00.000,
8206,Wes Anderson,1969-05-01T00:00:00.000,
8207,Wes Ball,,
8208,Wes Craven,1939-08-02T00:00:00.000,2015-08-30T00:00:00.000
8209,Wes Studi,1947-12-17T00:00:00.000,
8210,Wesley Jonathan,1978-10-18T00:00:00.000,
